,Date,Time,Race,Gender,Body_Size,Age_Range,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,City,State,Postcode,Temperature,humidity,windspeed,conditions,Formatted_Date,Datetime,isRain,DayOfWeek,HourInDay
1843,28/12/2015,3:02:46,foreigner,female,thin,24.0,toddler,small,pink,formal,red,short_sleeve,blue,short,blankets,5,7,yes,20.0,5.0,17.0,3.104408275,101.6560029,1.0,Petaling Jaya,Selangor,46000,25.1,93.25,0.9,Partially cloudy,2015-12-28,2015-12-28 03:02:46,False,0,3
1844,29/02/2016,9:40:26,chinese,female,fat,51.0,toddler,small,orange,formal,brown,long_sleeve,green,long,clothes,5,7,yes,60.0,3.0,20.0,3.128252687,101.6933183,1.0,Kuala Lumpur,Kuala Lumpur,50460,26.2,86.81,2.7,Partially cloudy,2016-02-29,2016-02-29 09:40:26,False,0,9
1845,04/01/2016,12:38:16,indian,male,moderate,25.0,toddler,big,red,formal,orange,short_sleeve,black,short,blankets,3,7,no,46.0,5.0,14.0,3.094636654,101.6988921,3.0,Kuala Lumpur,Kuala Lumpur,57100,32.0,59.63,6.0,Partially cloudy,2016-01-04,2016-01-04 12:38:16,False,0,12
1846,09/02/2016,19:15:03,foreigner,female,fat,59.0,young,big,blue,formal,black,short_sleeve,orange,short,blankets,4,10,no,50.0,5.0,16.0,3.112934255,101.6838232,1.0,Kuala Lumpur,Kuala Lumpur,50614,28.1,82.61,3.8,Partially cloudy,2016-02-09,2016-02-09 19:15:03,False,1,19
1847,11/01/2016,3:32:55,chinese,female,thin,43.0,toddler,small,purple,casual,green,short_sleeve,yellow,long,clothes,4,7,no,47.0,4.0,11.0,3.074067031,101.668927,3.0,Kuala Lumpur,Kuala Lumpur,58200,26.0,88.03,5.4,Partially cloudy,2016-01-11,2016-01-11 03:32:55,False,0,3
1848,07/01/2016,22:44:39,indian,female,thin,33.0,toddler,small,pink,traditional,brown,long_sleeve,green,short,clothes,3,9,no,58.0,3.0,12.0,3.071699161,101.6684223,2.0,Kuala Lumpur,Kuala Lumpur,58200,28.0,78.92,0.8,Partially cloudy,2016-01-07,2016-01-07 22:44:39,False,3,22
1849,07/12/2015,3:25:25,malay,male,fat,20.0,toddler,big,purple,formal,yellow,short_sleeve,brown,short,clothes,5,9,no,37.0,2.0,7.0,3.070827423,101.6540257,2.0,Kuala Lumpur,Kuala Lumpur,58000,25.0,94.19,5.2,Partially cloudy,2015-12-07,2015-12-07 03:25:25,False,0,3
1850,28/01/2016,2:41:25,indian,female,thin,53.0,young,big,grey,traditional,white,short_sleeve,red,short,blankets,6,8,yes,58.0,1.0,17.0,3.099743643,101.6834511,1.0,Kuala Lumpur,Kuala Lumpur,58100,27.8,78.31,6.6,Partially cloudy,2016-01-28,2016-01-28 02:41:25,False,3,2
1851,24/02/2016,21:52:35,indian,male,thin,35.0,young,small,green,formal,blue,short_sleeve,blue,short,blankets,3,9,yes,22.0,5.0,9.0,3.07968002,101.6463799,1.0,Petaling Jaya,Selangor,46990,27.8,84.24,1.6,Partially cloudy,2016-02-24,2016-02-24 21:52:35,False,2,21
1852,04/12/2015,18:15:37,foreigner,male,moderate,50.0,toddler,small,brown,formal,black,long_sleeve,black,long,blankets,4,8,no,26.0,3.0,20.0,3.130146469,101.6464534,2.0,Kuala Lumpur,Kuala Lumpur,46350,31.0,66.62,10.8,Partially cloudy,2015-12-04,2015-12-04 18:15:37,False,4,18
1853,14/02/2016,8:48:33,foreigner,male,thin,52.0,young,small,purple,formal,black,long_sleeve,orange,short,blankets,4,7,yes,49.0,4.0,21.0,3.107927468,101.6954349,2.0,Kuala Lumpur,Kuala Lumpur,50614,25.0,92.68,0.5,Partially cloudy,2016-02-14,2016-02-14 08:48:33,False,6,8
1854,12/12/2015,0:00:34,malay,male,thin,54.0,baby,small,blue,traditional,yellow,long_sleeve,white,long,clothes,3,7,yes,55.0,0.0,21.0,3.078701876,101.685405,2.0,Kuala Lumpur,Kuala Lumpur,58200,25.0,94.19,2.4,Partially cloudy,2015-12-12,2015-12-12 00:00:34,False,5,0
1855,30/12/2015,1:19:03,indian,female,thin,39.0,baby,small,blue,formal,orange,short_sleeve,blue,long,clothes,3,7,yes,34.0,1.0,9.0,3.119721858,101.6896177,1.0,Kuala Lumpur,Kuala Lumpur,50460,26.1,78.06,3.4,Partially cloudy,2015-12-30,2015-12-30 01:19:03,False,2,1
1856,17/02/2016,16:18:49,indian,male,fat,28.0,toddler,big,red,formal,pink,short_sleeve,red,long,blankets,6,8,yes,51.0,4.0,7.0,3.070263695,101.6850778,1.0,Kuala Lumpur,Kuala Lumpur,57000,33.2,45.99,8.3,Partially cloudy,2016-02-17,2016-02-17 16:18:49,False,2,16
1857,22/02/2016,14:03:17,indian,male,fat,32.0,no_kids,small,brown,formal,black,short_sleeve,red,long,clothes,3,8,yes,42.0,4.0,11.0,3.077942459,101.661575,3.0,Kuala Lumpur,Kuala Lumpur,58200,33.7,45.64,7.3,Partially cloudy,2016-02-22,2016-02-22 14:03:17,False,0,14
1858,27/12/2015,1:36:54,chinese,male,thin,30.0,toddler,small,green,formal,blue,short_sleeve,brown,short,blankets,5,10,yes,40.0,5.0,17.0,3.134159949,101.6442927,1.0,Kuala Lumpur,Kuala Lumpur,46350,26.0,78.64,2.0,Partially cloudy,2015-12-27,2015-12-27 01:36:54,False,6,1
1859,19/02/2016,4:52:38,chinese,female,fat,60.0,young,small,orange,casual,blue,long_sleeve,yellow,long,clothes,4,10,no,29.0,0.0,18.0,3.129272862,101.6788245,3.0,Kuala Lumpur,Kuala Lumpur,59000,25.1,92.48,2.8,Partially cloudy,2016-02-19,2016-02-19 04:52:38,False,4,4
1860,05/01/2016,12:21:55,malay,female,fat,42.0,baby,big,purple,traditional,pink,long_sleeve,purple,short,blankets,5,7,yes,22.0,1.0,20.0,3.068778554,101.6928567,3.0,Kuala Lumpur,Kuala Lumpur,57000,33.0,59.27,6.8,Partially cloudy,2016-01-05,2016-01-05 12:21:55,False,1,12
1861,22/01/2016,0:50:01,indian,female,thin,42.0,toddler,big,white,traditional,grey,short_sleeve,blue,short,clothes,6,9,yes,16.0,4.0,7.0,3.128964959,101.6723419,2.0,Kuala Lumpur,Kuala Lumpur,59100,27.0,84.14,0.7,Partially cloudy,2016-01-22,2016-01-22 00:50:01,False,4,0
1862,18/12/2015,7:13:05,malay,male,thin,25.0,toddler,small,brown,casual,purple,long_sleeve,yellow,long,clothes,5,10,no,53.0,4.0,14.0,3.124181476,101.7036852,2.0,Kuala Lumpur,Kuala Lumpur,55200,24.1,93.34,9.1,Partially cloudy,2015-12-18,2015-12-18 07:13:05,False,4,7
1863,19/02/2016,19:15:08,indian,male,fat,30.0,toddler,big,black,formal,purple,short_sleeve,grey,short,blankets,4,9,no,49.0,0.0,9.0,3.107891722,101.7041156,1.0,Kuala Lumpur,Kuala Lumpur,51020,25.7,90.44,8.5,Partially cloudy,2016-02-19,2016-02-19 19:15:08,False,4,19
1864,11/12/2015,20:25:13,indian,female,moderate,59.0,toddler,small,blue,casual,white,short_sleeve,blue,long,clothes,6,9,no,41.0,1.0,14.0,3.096872947,101.6968614,2.0,Kuala Lumpur,Kuala Lumpur,57100,25.0,94.73,1.5,"Rain, Overcast",2015-12-11,2015-12-11 20:25:13,True,4,20
1865,30/01/2016,16:43:06,indian,male,moderate,31.0,young,big,pink,traditional,black,long_sleeve,orange,short,clothes,5,10,yes,24.0,5.0,8.0,3.123367519,101.69043,3.0,Kuala Lumpur,Kuala Lumpur,50460,33.8,54.3,9.6,Partially cloudy,2016-01-30,2016-01-30 16:43:06,False,5,16
1866,12/02/2016,1:22:04,foreigner,female,thin,31.0,no_kids,big,purple,formal,white,short_sleeve,blue,short,clothes,6,7,yes,18.0,4.0,9.0,3.09647017,101.6730807,1.0,Kuala Lumpur,Kuala Lumpur,58100,26.0,84.16,4.9,Partially cloudy,2016-02-12,2016-02-12 01:22:04,False,4,1
1867,26/12/2015,3:24:55,malay,male,moderate,27.0,no_kids,small,pink,formal,yellow,short_sleeve,black,long,clothes,4,7,yes,36.0,5.0,7.0,3.081750879,101.6599224,2.0,Petaling Jaya,Selangor,58000,26.0,88.16,4.2,Partially cloudy,2015-12-26,2015-12-26 03:24:55,False,5,3
1868,27/12/2015,12:24:56,malay,male,moderate,28.0,toddler,small,pink,traditional,yellow,short_sleeve,green,short,blankets,4,8,no,53.0,3.0,16.0,3.116198739,101.6631993,1.0,Kuala Lumpur,Kuala Lumpur,50614,32.0,55.86,8.2,Partially cloudy,2015-12-27,2015-12-27 12:24:56,False,6,12
1869,21/01/2016,15:06:46,indian,male,moderate,45.0,baby,big,orange,formal,black,long_sleeve,black,short,clothes,3,8,no,22.0,0.0,17.0,3.119261036,101.683889,2.0,Kuala Lumpur,Kuala Lumpur,50460,34.9,47.6,7.6,Partially cloudy,2016-01-21,2016-01-21 15:06:46,False,3,15
1870,18/02/2016,5:14:44,indian,male,moderate,55.0,toddler,small,red,formal,black,long_sleeve,blue,short,clothes,6,8,yes,57.0,4.0,18.0,3.092464748,101.6522777,3.0,Petaling Jaya,Selangor,46000,24.2,86.61,1.0,Partially cloudy,2016-02-18,2016-02-18 05:14:44,False,3,5
1871,28/12/2015,3:14:03,indian,male,moderate,55.0,toddler,big,green,traditional,orange,short_sleeve,red,short,clothes,4,9,yes,16.0,4.0,20.0,3.089790418,101.665953,2.0,Kuala Lumpur,Kuala Lumpur,58000,25.1,92.93,1.3,Partially cloudy,2015-12-28,2015-12-28 03:14:03,False,0,3
1872,05/12/2015,3:48:46,malay,male,thin,33.0,toddler,big,white,traditional,green,long_sleeve,pink,short,blankets,6,8,no,33.0,4.0,19.0,3.113541351,101.6449564,3.0,Petaling Jaya,Selangor,46200,26.0,93.88,0.2,Partially cloudy,2015-12-05,2015-12-05 03:48:46,False,5,3
1873,24/02/2016,12:22:09,chinese,male,thin,31.0,young,small,pink,formal,purple,long_sleeve,grey,short,blankets,6,9,no,53.0,5.0,11.0,3.129592404,101.6839506,3.0,Kuala Lumpur,Kuala Lumpur,50470,32.0,49.81,6.0,Partially cloudy,2016-02-24,2016-02-24 12:22:09,False,2,12
1874,23/01/2016,5:38:44,malay,female,fat,52.0,young,small,grey,casual,green,long_sleeve,brown,long,blankets,3,9,no,27.0,3.0,7.0,3.070370627,101.6580795,1.0,Kuala Lumpur,Kuala Lumpur,58200,24.9,94.11,4.1,Partially cloudy,2016-01-23,2016-01-23 05:38:44,False,5,5
1875,24/12/2015,22:44:25,malay,male,moderate,45.0,young,big,white,casual,pink,long_sleeve,yellow,short,clothes,5,8,yes,57.0,2.0,17.0,3.077468223,101.6809431,1.0,Kuala Lumpur,Kuala Lumpur,58200,26.8,84.44,2.4,Partially cloudy,2015-12-24,2015-12-24 22:44:25,False,3,22
1876,23/12/2015,3:13:01,chinese,male,thin,26.0,no_kids,big,pink,casual,purple,long_sleeve,blue,long,clothes,6,8,yes,36.0,2.0,11.0,3.107949037,101.6658822,2.0,Kuala Lumpur,Kuala Lumpur,59200,26.9,89.33,5.1,"Rain, Partially cloudy",2015-12-23,2015-12-23 03:13:01,True,2,3
1877,13/01/2016,4:24:06,malay,female,fat,45.0,toddler,small,brown,traditional,white,long_sleeve,purple,long,blankets,4,9,yes,37.0,4.0,17.0,3.12184577,101.6449529,1.0,Petaling Jaya,Selangor,47350,25.1,93.52,2.1,Partially cloudy,2016-01-13,2016-01-13 04:24:06,False,2,4
1878,07/12/2015,17:51:02,malay,male,moderate,30.0,toddler,small,white,traditional,brown,short_sleeve,black,short,clothes,4,10,no,39.0,2.0,13.0,3.126769848,101.7021667,2.0,Kuala Lumpur,Kuala Lumpur,55200,32.7,53.38,9.1,Partially cloudy,2015-12-07,2015-12-07 17:51:02,False,0,17
1879,14/12/2015,13:40:23,indian,male,fat,23.0,toddler,small,black,traditional,pink,short_sleeve,red,short,blankets,5,10,yes,48.0,3.0,20.0,3.080037595,101.7057594,1.0,Kuala Lumpur,Kuala Lumpur,57100,31.0,67.17,8.6,Partially cloudy,2015-12-14,2015-12-14 13:40:23,False,0,13
1880,16/02/2016,19:16:59,indian,male,thin,23.0,toddler,small,red,formal,blue,short_sleeve,grey,short,blankets,6,7,no,28.0,1.0,19.0,3.119848846,101.702507,2.0,Kuala Lumpur,Kuala Lumpur,55200,26.3,82.15,26.0,Partially cloudy,2016-02-16,2016-02-16 19:16:59,False,1,19
1881,18/12/2015,6:56:00,indian,male,fat,44.0,no_kids,small,green,traditional,yellow,long_sleeve,blue,short,blankets,6,8,yes,28.0,1.0,20.0,3.124155444,101.6453778,2.0,Petaling Jaya,Selangor,46350,24.1,93.82,2.0,Partially cloudy,2015-12-18,2015-12-18 06:56:00,False,4,6
1882,10/01/2016,15:43:12,foreigner,female,thin,55.0,toddler,small,grey,traditional,yellow,long_sleeve,green,short,blankets,4,8,no,38.0,1.0,11.0,3.08448266,101.6995618,3.0,Kuala Lumpur,Kuala Lumpur,57100,33.8,53.29,10.0,Partially cloudy,2016-01-10,2016-01-10 15:43:12,False,6,15
1883,07/02/2016,6:35:25,indian,male,moderate,43.0,young,big,red,traditional,white,long_sleeve,yellow,short,blankets,6,8,yes,49.0,1.0,20.0,3.069999734,101.6897573,2.0,Kuala Lumpur,Kuala Lumpur,57000,25.0,93.17,2.1,Partially cloudy,2016-02-07,2016-02-07 06:35:25,False,6,6
1884,19/12/2015,0:27:39,malay,female,fat,54.0,no_kids,small,purple,casual,brown,long_sleeve,black,short,clothes,6,8,no,51.0,2.0,11.0,3.116132104,101.6714049,3.0,Kuala Lumpur,Kuala Lumpur,50614,26.1,78.65,6.1,Partially cloudy,2015-12-19,2015-12-19 00:27:39,False,5,0
1885,03/12/2015,13:06:22,foreigner,female,fat,44.0,toddler,big,blue,casual,orange,short_sleeve,white,long,blankets,3,8,yes,46.0,3.0,21.0,3.108372215,101.6587078,3.0,Petaling Jaya,Selangor,46000,33.0,59.58,5.4,Partially cloudy,2015-12-03,2015-12-03 13:06:22,False,3,13
1886,28/12/2015,23:42:57,chinese,female,thin,38.0,no_kids,small,orange,casual,blue,long_sleeve,blue,short,clothes,4,9,no,47.0,1.0,15.0,3.109525684,101.6882953,3.0,Kuala Lumpur,Kuala Lumpur,58100,26.0,88.0,1.7,Partially cloudy,2015-12-28,2015-12-28 23:42:57,False,0,23
1887,09/12/2015,12:05:56,indian,female,moderate,55.0,toddler,big,white,formal,grey,short_sleeve,orange,long,blankets,5,9,no,22.0,4.0,16.0,3.094588775,101.6509221,2.0,Petaling Jaya,Selangor,46990,31.0,66.72,3.8,Partially cloudy,2015-12-09,2015-12-09 12:05:56,False,2,12
1888,18/02/2016,2:07:25,indian,male,moderate,52.0,no_kids,small,pink,casual,purple,long_sleeve,pink,short,clothes,4,7,yes,34.0,5.0,10.0,3.135335782,101.7091545,3.0,Kuala Lumpur,Kuala Lumpur,55720,25.5,79.34,3.9,Partially cloudy,2016-02-18,2016-02-18 02:07:25,False,3,2
1889,21/01/2016,6:17:13,chinese,female,moderate,58.0,baby,small,black,casual,brown,short_sleeve,purple,short,clothes,5,9,yes,45.0,0.0,20.0,3.071590237,101.6445294,2.0,Petaling Jaya,Selangor,46050,26.1,87.15,3.1,Partially cloudy,2016-01-21,2016-01-21 06:17:13,False,3,6
1890,26/02/2016,3:10:38,chinese,male,thin,59.0,no_kids,big,pink,casual,white,short_sleeve,blue,short,blankets,6,9,yes,19.0,2.0,20.0,3.092917424,101.7056919,3.0,Kuala Lumpur,Kuala Lumpur,51020,26.8,59.8,6.6,Partially cloudy,2016-02-26,2016-02-26 03:10:38,False,4,3
1891,17/01/2016,22:20:14,foreigner,female,thin,27.0,toddler,small,grey,traditional,white,short_sleeve,brown,long,blankets,3,8,no,25.0,3.0,20.0,3.094176996,101.6565126,2.0,Petaling Jaya,Selangor,46000,25.9,93.7,2.5,Partially cloudy,2016-01-17,2016-01-17 22:20:14,False,6,22
1892,02/02/2016,8:02:20,malay,male,moderate,34.0,young,big,green,formal,green,long_sleeve,green,long,blankets,3,10,no,32.0,0.0,10.0,3.13761338,101.6568408,2.0,Kuala Lumpur,Kuala Lumpur,50490,24.8,93.7,0.5,Partially cloudy,2016-02-02,2016-02-02 08:02:20,False,1,8
1893,31/12/2015,9:31:19,malay,male,fat,29.0,no_kids,big,pink,formal,black,short_sleeve,purple,long,blankets,4,9,yes,12.0,1.0,7.0,3.116375085,101.6484087,2.0,Petaling Jaya,Selangor,50603,26.0,78.64,1.8,Partially cloudy,2015-12-31,2015-12-31 09:31:19,False,3,9
1894,14/12/2015,13:34:59,malay,female,moderate,39.0,toddler,big,orange,traditional,green,long_sleeve,black,long,clothes,4,7,no,43.0,5.0,12.0,3.112547601,101.6507092,2.0,Petaling Jaya,Selangor,46200,31.0,66.67,9.1,Partially cloudy,2015-12-14,2015-12-14 13:34:59,False,0,13
1895,16/01/2016,22:29:13,malay,female,moderate,41.0,young,big,white,casual,pink,short_sleeve,white,short,blankets,5,9,yes,59.0,2.0,10.0,3.086800171,101.670885,2.0,Petaling Jaya,Kuala Lumpur,58200,26.1,93.54,2.2,Partially cloudy,2016-01-16,2016-01-16 22:29:13,False,5,22
1896,15/12/2015,5:35:12,foreigner,female,thin,53.0,toddler,small,orange,formal,pink,short_sleeve,grey,short,blankets,3,8,no,18.0,5.0,12.0,3.122227493,101.6790966,1.0,Kuala Lumpur,Kuala Lumpur,59000,24.0,98.0,0.0,Partially cloudy,2015-12-15,2015-12-15 05:35:12,False,1,5
1897,16/01/2016,1:50:57,chinese,male,thin,42.0,toddler,small,black,casual,orange,long_sleeve,blue,long,clothes,3,10,yes,46.0,4.0,8.0,3.079615041,101.6929191,1.0,Kuala Lumpur,Kuala Lumpur,57100,25.8,94.23,1.8,Partially cloudy,2016-01-16,2016-01-16 01:50:57,False,5,1
1898,15/01/2016,9:42:27,chinese,male,moderate,38.0,young,small,pink,traditional,orange,long_sleeve,purple,long,blankets,5,8,yes,48.0,0.0,13.0,3.112954328,101.6420086,1.0,Petaling Jaya,Selangor,46200,26.1,93.9,1.7,Partially cloudy,2016-01-15,2016-01-15 09:42:27,False,4,9
1899,05/12/2015,11:47:44,malay,female,moderate,39.0,baby,big,white,formal,black,long_sleeve,white,long,clothes,3,7,no,17.0,0.0,12.0,3.071275511,101.6470528,2.0,Petaling Jaya,Selangor,46990,31.1,69.08,2.4,Partially cloudy,2015-12-05,2015-12-05 11:47:44,False,5,11
1900,11/12/2015,4:05:32,foreigner,female,thin,23.0,toddler,small,pink,traditional,brown,short_sleeve,yellow,short,blankets,3,7,no,40.0,4.0,16.0,3.084673002,101.6598279,3.0,Petaling Jaya,Selangor,46000,25.0,94.19,4.8,Partially cloudy,2015-12-11,2015-12-11 04:05:32,False,4,4
1901,02/02/2016,23:01:28,chinese,female,fat,47.0,baby,small,white,casual,black,long_sleeve,red,short,clothes,5,10,no,48.0,4.0,17.0,3.115851107,101.6856826,3.0,Kuala Lumpur,Kuala Lumpur,50460,27.9,80.02,3.6,Partially cloudy,2016-02-02,2016-02-02 23:01:28,False,1,23
1902,19/12/2015,16:46:04,chinese,female,moderate,24.0,no_kids,small,blue,formal,pink,long_sleeve,yellow,long,blankets,5,10,yes,11.0,1.0,11.0,3.130021352,101.6971001,1.0,Kuala Lumpur,Kuala Lumpur,50460,32.7,60.61,11.2,Partially cloudy,2015-12-19,2015-12-19 16:46:04,False,5,16
1903,11/02/2016,16:35:33,chinese,female,fat,52.0,toddler,big,pink,casual,black,long_sleeve,pink,long,clothes,5,9,no,59.0,0.0,21.0,3.123941926,101.681432,1.0,Kuala Lumpur,Kuala Lumpur,50470,32.9,62.91,14.4,Partially cloudy,2016-02-11,2016-02-11 16:35:33,False,3,16
1904,28/01/2016,12:36:54,chinese,female,fat,54.0,no_kids,small,yellow,traditional,orange,long_sleeve,grey,short,blankets,5,8,no,27.0,3.0,13.0,3.074264783,101.6882722,2.0,Kuala Lumpur,Kuala Lumpur,57000,33.0,58.66,7.0,Partially cloudy,2016-01-28,2016-01-28 12:36:54,False,3,12
1905,12/02/2016,11:27:43,malay,male,fat,33.0,toddler,big,red,traditional,orange,short_sleeve,blue,long,clothes,4,7,yes,32.0,0.0,8.0,3.088520542,101.6948912,2.0,Kuala Lumpur,Kuala Lumpur,57100,32.4,55.38,7.2,Partially cloudy,2016-02-12,2016-02-12 11:27:43,False,4,11
1906,14/12/2015,13:47:32,chinese,female,thin,60.0,toddler,big,green,traditional,green,short_sleeve,blue,short,clothes,4,9,no,48.0,1.0,12.0,3.093209497,101.6499794,3.0,Petaling Jaya,Selangor,46990,31.0,66.72,9.0,Partially cloudy,2015-12-14,2015-12-14 13:47:32,False,0,13
1907,13/12/2015,7:53:57,indian,male,fat,44.0,baby,big,yellow,traditional,green,short_sleeve,blue,long,blankets,6,9,no,35.0,0.0,9.0,3.110592873,101.7017706,3.0,Kuala Lumpur,Kuala Lumpur,50600,25.0,94.19,1.5,Partially cloudy,2015-12-13,2015-12-13 07:53:57,False,6,7
1908,30/12/2015,11:51:12,indian,female,thin,26.0,toddler,small,black,casual,purple,short_sleeve,black,long,clothes,3,10,no,43.0,5.0,9.0,3.079307797,101.6610532,2.0,Kuala Lumpur,Kuala Lumpur,58000,30.1,57.83,8.9,Partially cloudy,2015-12-30,2015-12-30 11:51:12,False,2,11
1909,17/02/2016,10:21:33,chinese,female,moderate,31.0,young,big,pink,formal,brown,long_sleeve,blue,long,blankets,4,8,yes,48.0,5.0,14.0,3.08576047,101.6948138,3.0,Kuala Lumpur,Kuala Lumpur,57100,29.2,57.19,10.6,Partially cloudy,2016-02-17,2016-02-17 10:21:33,False,2,10
1910,16/02/2016,13:12:36,foreigner,male,fat,48.0,no_kids,big,orange,casual,green,short_sleeve,purple,short,blankets,5,10,no,29.0,4.0,21.0,3.077582817,101.6711543,2.0,Kuala Lumpur,Kuala Lumpur,58200,34.0,47.5,11.9,Partially cloudy,2016-02-16,2016-02-16 13:12:36,False,1,13
1911,10/12/2015,6:23:55,chinese,male,thin,36.0,toddler,small,pink,formal,black,long_sleeve,white,short,clothes,6,10,yes,13.0,5.0,16.0,3.093931872,101.6939179,2.0,Kuala Lumpur,Kuala Lumpur,58100,25.0,94.19,3.0,Partially cloudy,2015-12-10,2015-12-10 06:23:55,False,3,6
1912,16/01/2016,4:32:26,foreigner,male,moderate,53.0,toddler,big,yellow,traditional,white,long_sleeve,green,short,blankets,5,10,yes,24.0,2.0,19.0,3.098507502,101.657903,1.0,Petaling Jaya,Selangor,46000,25.0,94.19,3.3,Partially cloudy,2016-01-16,2016-01-16 04:32:26,False,5,4
1913,30/01/2016,15:43:42,indian,female,moderate,40.0,baby,small,orange,casual,red,short_sleeve,white,short,clothes,4,10,yes,40.0,5.0,14.0,3.072369524,101.6742981,1.0,Kuala Lumpur,Kuala Lumpur,58200,33.1,58.25,5.7,Partially cloudy,2016-01-30,2016-01-30 15:43:42,False,5,15
1914,15/02/2016,16:45:56,malay,female,thin,54.0,baby,small,grey,formal,yellow,short_sleeve,blue,long,blankets,5,9,yes,60.0,4.0,12.0,3.08463735,101.688117,1.0,Kuala Lumpur,Kuala Lumpur,58200,30.5,68.42,18.8,Partially cloudy,2016-02-15,2016-02-15 16:45:56,False,0,16
1915,30/12/2015,5:09:37,chinese,male,fat,26.0,no_kids,big,orange,traditional,brown,long_sleeve,black,short,blankets,5,8,yes,27.0,0.0,8.0,3.083986533,101.6778394,1.0,Kuala Lumpur,Kuala Lumpur,58200,24.2,85.51,2.6,Partially cloudy,2015-12-30,2015-12-30 05:09:37,False,2,5
1916,14/02/2016,7:18:54,malay,female,thin,28.0,toddler,big,black,formal,red,long_sleeve,yellow,long,clothes,4,9,yes,24.0,1.0,14.0,3.112870226,101.7030075,2.0,Kuala Lumpur,Kuala Lumpur,50600,25.0,89.5,0.5,Partially cloudy,2016-02-14,2016-02-14 07:18:54,False,6,7
1917,25/12/2015,11:59:22,chinese,male,moderate,37.0,toddler,big,white,formal,yellow,short_sleeve,black,short,blankets,6,9,no,57.0,0.0,11.0,3.132453181,101.68694,1.0,Kuala Lumpur,Kuala Lumpur,50470,30.9,69.54,5.6,Partially cloudy,2015-12-25,2015-12-25 11:59:22,False,4,11
1918,29/01/2016,21:16:59,malay,female,moderate,47.0,no_kids,small,yellow,casual,black,short_sleeve,blue,short,clothes,5,9,no,40.0,1.0,17.0,3.082044581,101.6448458,1.0,Petaling Jaya,Selangor,46050,25.9,89.23,5.6,Partially cloudy,2016-01-29,2016-01-29 21:16:59,False,4,21
1919,11/02/2016,15:41:51,chinese,male,thin,54.0,toddler,small,brown,casual,brown,short_sleeve,blue,long,blankets,5,10,yes,35.0,3.0,14.0,3.121295067,101.6655897,1.0,Kuala Lumpur,Kuala Lumpur,59100,33.0,62.93,17.7,Partially cloudy,2016-02-11,2016-02-11 15:41:51,False,3,15
1920,16/12/2015,12:58:54,chinese,female,thin,41.0,no_kids,big,yellow,formal,black,short_sleeve,blue,long,clothes,3,9,yes,29.0,1.0,15.0,3.075287932,101.6984784,2.0,Kuala Lumpur,Kuala Lumpur,57100,29.6,72.67,7.2,Partially cloudy,2015-12-16,2015-12-16 12:58:54,False,2,12
1921,24/01/2016,9:10:59,indian,male,moderate,42.0,toddler,small,yellow,casual,blue,long_sleeve,blue,short,clothes,6,9,no,22.0,1.0,13.0,3.105621403,101.7063523,1.0,Kuala Lumpur,Kuala Lumpur,51020,27.2,82.06,6.3,Partially cloudy,2016-01-24,2016-01-24 09:10:59,False,6,9
1922,02/01/2016,21:47:01,foreigner,female,thin,41.0,young,small,pink,casual,black,long_sleeve,black,long,blankets,6,10,yes,24.0,0.0,9.0,3.108667176,101.7065093,3.0,Kuala Lumpur,Kuala Lumpur,55200,27.8,79.67,1.5,Partially cloudy,2016-01-02,2016-01-02 21:47:01,False,5,21
1923,19/02/2016,17:28:07,indian,female,thin,19.0,no_kids,small,brown,casual,white,long_sleeve,purple,long,blankets,6,8,no,27.0,0.0,11.0,3.106456672,101.6525801,2.0,Petaling Jaya,Selangor,46000,27.5,81.36,12.8,Partially cloudy,2016-02-19,2016-02-19 17:28:07,False,4,17
1924,12/12/2015,12:26:37,malay,female,moderate,37.0,young,big,green,formal,blue,short_sleeve,green,long,clothes,5,7,no,26.0,3.0,11.0,3.13672105,101.6468925,3.0,Kuala Lumpur,Kuala Lumpur,60000,30.9,66.6,7.3,Partially cloudy,2015-12-12,2015-12-12 12:26:37,False,5,12
1925,16/12/2015,14:04:31,indian,male,thin,24.0,baby,big,grey,formal,orange,long_sleeve,blue,short,blankets,4,9,no,22.0,5.0,8.0,3.079802883,101.7095973,1.0,Kuala Lumpur,Kuala Lumpur,57100,30.9,66.88,11.9,"Rain, Partially cloudy",2015-12-16,2015-12-16 14:04:31,True,2,14
1926,26/12/2015,8:34:46,indian,male,moderate,28.0,no_kids,small,pink,formal,white,short_sleeve,blue,long,clothes,3,8,yes,21.0,3.0,9.0,3.123216781,101.6988656,3.0,Kuala Lumpur,Kuala Lumpur,50460,25.3,91.92,1.0,Partially cloudy,2015-12-26,2015-12-26 08:34:46,False,5,8
1927,22/12/2015,12:47:04,malay,female,moderate,34.0,toddler,small,grey,casual,purple,long_sleeve,purple,long,blankets,4,7,yes,42.0,1.0,20.0,3.100844019,101.6668838,3.0,Kuala Lumpur,Kuala Lumpur,59200,31.0,66.79,9.5,Partially cloudy,2015-12-22,2015-12-22 12:47:04,False,1,12
